OBJECTID,PCR_HISTORY_ID,PCR_YEAR,PERP_YEAR,RATED_DATE,ODOT_DISTRICT,COUNTY_CD,NLFID,JURISDICTION,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,DIRECTION_CD,CTL_BEGIN,CTL_END,DIVIDED_HWY,FUNCTIONAL_CLASS,URBAN_AREA_CODE,AREA_TYPE,HPMS_SAMPLE_ID,LANES,MAINTENANCE_AUTHORITY,ACCESS_CONTROL,NHS,PRIORITY_SYSTEM,BASE_TYPE,SURFACE_TYPE,PAVE_TYPE,SURFACE_WIDTH,ROADWAY_WIDTH_NBR,PCR_NBR,TOT_PCR_DEDUCT_NBR,TOT_STRUCT_DEDUCT_NBR,TOT_CRACK_DEDUCT_NBR,TOT_RUT_DEDUCT_NBR,BASE_FAILURE,BASE_FAILURE_VALUE,BLEEDING,BLEEDING_VALUE,BLOCK_TRANS_CRK,BLOCK_TRANS_CRK_VALUE,BRICK_DETERIORATION,BRICK_DETER_VALUE,CORNER_BREAK,CORNER_BREAK_VALUE,CORRUGATION,CORRUGATION_VALUE,CROWN,CROWN_VALUE,CRACK_SEAL_DEFICIENCY,CRACK_SEAL_DEF_VALUE,DISCOLORATION,DISCOLORATION_VALUE,DRAINAGE,DRAINAGE_VALUE,DUST,DUST_VALUE,EDGE_CRACKING,EDGE_CRACKING_VALUE,FAULTING,FAULTING_VALUE,GRAVEL_LAYER,GRAVEL_LAYER_VALUE,JOINT_REF_CRK,JOINT_REF_CRK_VALUE,JOINT_SLT_DMG,JOINT_SLT_DMG_VALUE,JOINT_EROSION,JOINT_EROSION_VALUE,JOINT_SPALLING,JOINT_SPALLING_VALUE,LONGITUDINAL_JOINT_CRACKING,LONG_JOINT_CRK_VALUE,LONG_JOINT_SPAL,LONG_JOINT_SPAL_VALUE,LONGITUDINAL_CRACKING,LONG_CRACKING_VALUE,LOOSE_AGGREGATE,LOOSE_AGGREGATE_VALUE,MAP_CRACKING,MAP_CRACKING_VALUE,INTER_TRANS_CRK,INTER_TRANS_CRK_VALUE,PATCHING,PATCHING_VALUE,POPOUT,POPOUT_VALUE,POTHOLE,POTHOLE_VALUE,PRESSURE_DAMAGE,PRESSURE_DAMAGE_VALUE,PUMPING,PUMPING_VALUE,PUNCHOUT,PUNCHOUT_VALUE,RANDOM_CRACKING,RANDOM_CRACKING_VALUE,RAVELING,RAVELING_VALUE,RUTTING,RUTTING_VALUE,SURF_DIS_OR_DEBOND,SURF_DIS_DEBOND_VALUE,SETTLEMENT,SETTLEMENT_VALUE,SHATTERED_SLAB,SHATTERED_SLAB_VALUE,SPALLING,SPALLING_VALUE,SURFACE_DETERIORATION,SURFACE_DETER_VALUE,TRANSVERSE_CRK,TRANSVERSE_CRK_VALUE,TRANS_CRK_PL_CONC,TRANS_CRK_PL_CONC_VALUE,TRANS_CRK_RF_CONC,TRANS_CRK_RF_CONC_VALUE,THERMAL_CRACKING,THERMAL_CRACKING_VALUE,TRANS_CRK_UJ_BASE,TRANS_CK_UJ_BASE_VALUE,WASHBOARD,WASHBOARD_VALUE,WHEEL_TRACK_CRK,WHEEL_TRACK_CRK_VALUE,AADT_PASSENGER,AADT_TOTAL,AADT_BC_TRUCK,ESAL,AVG_IRI,LEFT_MUNI_NAME,CITY_NAME,LEFT_TWP_NAME,TOWNSHIP_NAME,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
3889661,e66d7ce2ed9740e09560293abe8e0129,2019,2018,2019-08-12T00:00:00Z,1,HAN,SHANSR00186**C,S,SR,00186,*,UP,3.16,3.77,N,5,99999,RURAL,NA,2,NA,3,NA,G,K,G,COMP,20,28,80,20.14,5.64,9.84,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,2,NA,NA,NA,NA,LO,0.64,NA,NA,NA,NA,NA,NA,NA,NA,O,3,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3483,3763,280,NA,123,MCCOMB,MCCOMB,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1305.118873
3889662,2af4c8cc34144534942cb10a30d888fe,2019,2018,2019-06-19T00:00:00Z,6,MAD,SMADSR00041**C,S,SR,00041,*,UP,1.37,1.82,N,5,99999,RURAL,NA,2,NA,3,NA,G,N,G,FLEX,30,30,64,35.8,15.3,22,1.8,NA,NA,NA,NA,HO,5,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LO,1.8,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,HO,7.5,993,1173,179,50355,216,SOUTH SOLON,SOUTH SOLON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,943.832024
3889665,177afbbda9014c06ac58736f71c645ca,2019,2018,2019-09-10T00:00:00Z,6,FRA,SFRAUS00062**C,S,US,00062,*,UP,23.25,23.6,Y,3,19234,URBAN,NA,4,NA,2,N,U,L,G,FLEX,48,72,84,15.55,3.55,7.25,1.8,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,27278,27957,678,129370,75,GAHANNA,GAHANNA,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,750.808061
3889671,0317dcc6f8ef447b91b993dcdc9afb79,2019,2018,2019-09-24T00:00:00Z,5,LIC,SLICSR00161**C,S,SR,00161,*,UP,6.13,8.84,Y,2,99999,RURAL,NA,4,NA,1,N,P,L,G,FLEX,48,80,99,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30896,32522,1626,517925,71,NA,NA,SAINT ALBANS,SAINT ALBANS,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,5690.641941
3889676,28514572ad784ab2b8a88195b4176d75,2019,2018,2019-09-10T00:00:00Z,10,MRG,SMRGSR00083**C,S,SR,00083,*,UP,0,5.42,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,18,22,99,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,691,28,6570,120,NA,NA,CENTER,CENTER,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,11330.00728
3889677,ff61c76e915846bc81ee27c853169fa0,2019,2018,2019-08-22T00:00:00Z,6,MAD,SMADIR00071**C,S,IR,00071,*,UP,0,3.98,Y,1,99999,RURAL,NA,4,NA,1,N,P,F,G,COMP,48,80,77,23.3,4.64,10.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,MF,3.84,HO,3,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,LO,1.5,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28797,44302,15505,1201206,86,NA,NA,RANGE,RANGE,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,8323.561868
3889679,7d4f6c0e75584a03b5f354721b96ea01,2019,2018,2019-09-10T00:00:00Z,6,FRA,SFRAUS00062**C,S,US,00062,*,UP,30.84,31.31,N,3,19234,URBAN,NA,2,NA,3,N,U,K,G,FLEX,24,30,81,19.45,8.45,13.65,1.8,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4.2,26250,27458,1208,885095,173,NEW ALBANY,NEW ALBANY,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,981.420262
3889681,e169424abe4a4ca1b7d4169d24a4e8db,2019,2018,2019-04-16T00:00:00Z,2,LUC,SLUCIR00280**N,S,IR,00280,*,DOWN,4.5,5.75,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,JTCP,NA,NA,86,13.7,2,9.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,3.2,NA,NA,LF,1.6,LO,2,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,TOLEDO,TOLEDO,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2730.436291
3889685,e208d88438334df79ca3377a52fbd412,2019,2018,2019-07-24T00:00:00Z,4,SUM,SSUMIR00277**C,S,IR,00277,*,UP,0,1.34,Y,1,00766,URBAN,NA,4,NA,1,N,P,P,G,COMP,48,82,85,14.88,4.32,10.08,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,MO,1.92,NA,NA,NA,NA,NA,NA,MO,1.5,NA,NA,NA,NA,NA,NA,LO,1.5,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56620,60580,3959,NA,80,AKRON,AKRON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2900.938411
3889687,44695fe39b1443f78b1cce3dfb55afe0,2019,2018,2019-06-20T00:00:00Z,6,MAD,SMADSR00056**C,S,SR,00056,*,UP,8.01,8.3,N,5,99744,URBAN,NA,4,NA,3,NA,U,N,G,COMP,46,46,71,29.4,14.6,14.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,8,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,9.6,NA,NA,NA,NA,2624,2833,207,75086,150,LONDON,LONDON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,608.24054
3889688,40850ac383464be1a126d7e6ec241c91,2019,2018,2019-07-30T00:00:00Z,4,SUM,SSUMIR00077**N,S,IR,00077,*,DOWN,32.59,33.07,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,COMP,NA,NA,96,3.82,0.4,2.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,RICHFIELD,RICHFIELD,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1027.670824
3889689,0944e345c8d341bfa226c3d59c8b2406,2019,2018,2019-07-31T00:00:00Z,4,SUM,SSUMSR00261*DC,S,SR,00261,*,UP,0.94,1.47,N,3,00766,URBAN,NA,4,NA,3,NA,U,T,G,COMP,46,46,88,12.3,4,4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.6,NA,NA,NA,NA,4613,4782,169,NA,203,AKRON,AKRON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1131.852106
3889698,552311ebe40a49ffaa4b4014ea9b2aff,2019,2018,2019-07-25T00:00:00Z,11,COL,SCOLSR00007**C,S,SR,00007,*,UP,13.96,14.32,N,4,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,44,60,89,11.05,1.75,4.55,0,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4404,4665,260,NA,118,NA,NA,MADISON,MADISON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,763.580973
3889699,8b06be1a23bc4b0aa16d1dc3cd989545,2019,2018,2019-08-28T00:00:00Z,1,VAN,SVANUS00030**C,S,US,00030,*,UP,0,4.05,Y,3,99999,RURAL,NA,4,NA,2,N,P,P,G,FLEX,48,80,97,3.5,0,2,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8517,14852,6334,NA,50,NA,NA,TULLY,TULLY,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,8633.060142
3889711,a48d2898003c484a949d7fe37a77052f,2019,2018,2019-07-30T00:00:00Z,4,SUM,SSUMSR00008**C,S,SR,00008,*,UP,0.65,1.95,Y,2,00766,URBAN,NA,6,NA,1,N,P,L,G,FLEX,72,110,83,17,5.9,5.5,2.4,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,4.8,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101601,111444,9843,NA,101,AKRON,AKRON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2749.89397
3889714,6c4bb936c5914c4fb73408832391bfc9,2019,2018,2019-09-03T00:00:00Z,6,MAR,SMARSR00004**C,S,SR,00004,*,UP,10.79,10.95,N,4,99746,URBAN,NA,2,NA,3,NA,U,N,G,COMP,40,40,64,36.2,11.2,20.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,MO,4,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,4,NA,NA,NA,NA,HO,3.2,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,5,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4962,5684,722,243181,144,MARION,MARION,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,337.821996
3889715,5fa1ca0da5894c44b30dc061e649d760,2019,2018,2019-04-17T00:00:00Z,2,LUC,SLUCSR00295**C,S,SR,00295,*,UP,0.11,2.47,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,24,34,85,14.6,5.6,9.1,0,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4.2,2380,2586,205,NA,65,NA,NA,PROVIDENCE,PROVIDENCE,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,5059.265042
3889716,fc360c168c004a468a261e0155629feb,2019,2018,2019-08-20T00:00:00Z,10,WAS,SWASSR00026**C,S,SR,00026,*,UP,18.5,20.24,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,19,27,64,36,17.1,23.7,2.4,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,MF,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LF,2.4,LO,1,LO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,MF,7.35,231,241,9,NA,116,NA,NA,LUDLOW,LUDLOW,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,3628.680459
3889720,dfcedfbe3b574b978471dec3db57c5ea,2019,2018,2019-09-26T00:00:00Z,1,HAR,SHARSR00031**C,S,SR,00031,*,UP,2.78,10.16,N,4,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,24,44,92,7.8,4.8,3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3710,4971,1261,404903,71,NA,NA,BUCK,BUCK,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,15659.712425
3889723,ed6bc8962a0b4fdb91909775208eaa43,2019,2018,2019-07-16T00:00:00Z,11,JEF,SJEFSR00164**C,S,SR,00164,*,UP,8.08,10.47,N,5,99999,RURAL,NA,2,NA,3,NA,G,K,G,FLEX,20,32,93,7.5,3,5,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,522,93,NA,97,NA,NA,BRUSH CREEK,BRUSH CREEK,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,5096.801486
3889725,97f9b2872aba4fa3ac895efac70089f7,2019,2018,2019-07-16T00:00:00Z,11,COL,SCOLSR00014**C,S,SR,00014,*,UP,4.71,5.7,N,5,99765,URBAN,NA,2,NA,3,NA,G,N,G,COMP,22,30,74,26.44,6.24,13.44,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,MF,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,5,LE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9440,10189,748,NA,116,WASHINGTONVILLE,WASHINGTONVILLE,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2048.2029900000002
3889727,23c2326118f0447b858fcb8152c1fdfc,2019,2018,2019-04-23T00:00:00Z,2,LUC,SLUCUS00020*AC,S,US,00020,*,UP,2.23,5.42,N,4,87868,URBAN,NA,2,NA,3,2,G,L,G,FLEX,24,36,84,16.4,6.4,9.9,0,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,4448,4736,288,NA,62,NA,NA,SWANTON,SWANTON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,6845.336282
3889728,ed0fb35caa604440bbf19e0334c2f70b,2019,2018,2019-06-25T00:00:00Z,7,MOT,SMOTSR00048**C,S,SR,00048,*,UP,4.48,5.38,N,3,22528,URBAN,NA,4,NA,3,N,G,I,G,COMP,60,60,87,13.22,3.04,5.92,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,LO,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30494,31431,937,NA,111,NA,CENTERVILLE,WASHINGTON,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1799.338152
3889729,f94a29ca687f47fea0167af761916af9,2019,2018,2019-04-16T00:00:00Z,8,BUT,SBUTSR00004**N,S,SR,00004,*,DOWN,6.08,6.48,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,FLEX,NA,NA,73,26.8,9.5,12.8,3,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,LO,3,NA,NA,NA,NA,197,HAMILTON,HAMILTON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,811.645332
