OBJECTID,PCR_HISTORY_ID,PCR_YEAR,PERP_YEAR,RATED_DATE,ODOT_DISTRICT,COUNTY_CD,NLFID,JURISDICTION,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,DIRECTION_CD,CTL_BEGIN,CTL_END,DIVIDED_HWY,FUNCTIONAL_CLASS,URBAN_AREA_CODE,AREA_TYPE,HPMS_SAMPLE_ID,LANES,MAINTENANCE_AUTHORITY,ACCESS_CONTROL,NHS,PRIORITY_SYSTEM,BASE_TYPE,SURFACE_TYPE,PAVE_TYPE,SURFACE_WIDTH,ROADWAY_WIDTH_NBR,PCR_NBR,TOT_PCR_DEDUCT_NBR,TOT_STRUCT_DEDUCT_NBR,TOT_CRACK_DEDUCT_NBR,TOT_RUT_DEDUCT_NBR,BASE_FAILURE,BASE_FAILURE_VALUE,BLEEDING,BLEEDING_VALUE,BLOCK_TRANS_CRK,BLOCK_TRANS_CRK_VALUE,BRICK_DETERIORATION,BRICK_DETER_VALUE,CORNER_BREAK,CORNER_BREAK_VALUE,CORRUGATION,CORRUGATION_VALUE,CROWN,CROWN_VALUE,CRACK_SEAL_DEFICIENCY,CRACK_SEAL_DEF_VALUE,DISCOLORATION,DISCOLORATION_VALUE,DRAINAGE,DRAINAGE_VALUE,DUST,DUST_VALUE,EDGE_CRACKING,EDGE_CRACKING_VALUE,FAULTING,FAULTING_VALUE,GRAVEL_LAYER,GRAVEL_LAYER_VALUE,JOINT_REF_CRK,JOINT_REF_CRK_VALUE,JOINT_SLT_DMG,JOINT_SLT_DMG_VALUE,JOINT_EROSION,JOINT_EROSION_VALUE,JOINT_SPALLING,JOINT_SPALLING_VALUE,LONGITUDINAL_JOINT_CRACKING,LONG_JOINT_CRK_VALUE,LONG_JOINT_SPAL,LONG_JOINT_SPAL_VALUE,LONGITUDINAL_CRACKING,LONG_CRACKING_VALUE,LOOSE_AGGREGATE,LOOSE_AGGREGATE_VALUE,MAP_CRACKING,MAP_CRACKING_VALUE,INTER_TRANS_CRK,INTER_TRANS_CRK_VALUE,PATCHING,PATCHING_VALUE,POPOUT,POPOUT_VALUE,POTHOLE,POTHOLE_VALUE,PRESSURE_DAMAGE,PRESSURE_DAMAGE_VALUE,PUMPING,PUMPING_VALUE,PUNCHOUT,PUNCHOUT_VALUE,RANDOM_CRACKING,RANDOM_CRACKING_VALUE,RAVELING,RAVELING_VALUE,RUTTING,RUTTING_VALUE,SURF_DIS_OR_DEBOND,SURF_DIS_DEBOND_VALUE,SETTLEMENT,SETTLEMENT_VALUE,SHATTERED_SLAB,SHATTERED_SLAB_VALUE,SPALLING,SPALLING_VALUE,SURFACE_DETERIORATION,SURFACE_DETER_VALUE,TRANSVERSE_CRK,TRANSVERSE_CRK_VALUE,TRANS_CRK_PL_CONC,TRANS_CRK_PL_CONC_VALUE,TRANS_CRK_RF_CONC,TRANS_CRK_RF_CONC_VALUE,THERMAL_CRACKING,THERMAL_CRACKING_VALUE,TRANS_CRK_UJ_BASE,TRANS_CK_UJ_BASE_VALUE,WASHBOARD,WASHBOARD_VALUE,WHEEL_TRACK_CRK,WHEEL_TRACK_CRK_VALUE,AADT_PASSENGER,AADT_TOTAL,AADT_BC_TRUCK,ESAL,AVG_IRI,LEFT_MUNI_NAME,CITY_NAME,LEFT_TWP_NAME,TOWNSHIP_NAME,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
3896679,4bfefa8a65404d869f573e17c597a4ac,2019,2018,2019-07-30T00:00:00Z,4,SUM,SSUMSR00091**C,S,SR,00091,*,UP,5.12,5.87,N,3,00766,URBAN,NA,2,NA,3,N,U,L,G,FLEX,30,30,91,8.9,1.4,3.4,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8278,9263,984,NA,129,TALLMADGE,TALLMADGE,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1613.126582
3896680,bca3a5b7b95b433d8ca669f19e149a31,2019,2018,2019-06-24T00:00:00Z,4,MAH,SMAHSR00630**C,S,SR,00630,*,UP,0.23,1.66,N,5,99999,RURAL,NA,2,NA,3,NA,G,K,G,COMP,24,32,63,36.94,8.84,13.64,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HE,5,NA,NA,NA,NA,MF,3.84,MF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HE,10,HO,6,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2282,2440,157,NA,133,NA,NA,SPRINGFIELD,SPRINGFIELD,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,3041.571034
3896681,0d6756bf8e374538983be5008c60760c,2019,2018,2019-04-09T00:00:00Z,2,FUL,SFULUS00020*AC,S,US,00020,*,UP,19.53,20.33,N,4,99999,RURAL,NA,2,NA,3,NA,G,R,G,FLEX,34,34,58,41.65,21.1,22.5,5.6,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,4.8,MF,5.6,MO,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,10.5,7444,8621,1176,NA,164,DELTA,DELTA,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1718.49752
3896682,949c435ff3a24e0dbbddc0b71947d559,2019,2018,2019-06-24T00:00:00Z,4,MAH,SMAHSR00165**C,S,SR,00165,*,UP,22.91,23.62,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,COMP,22,24,83,17,7.2,7.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,4.8,NA,NA,NA,NA,4412,5127,714,NA,82,NA,NA,SPRINGFIELD,SPRINGFIELD,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1541.881491
3896683,14bb60daeb994a27890a0a70eb44d778,2019,2018,2019-04-29T00:00:00Z,8,GRE,SGREIR00675**N,S,IR,00675,*,DOWN,0,2.16,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,COMP,NA,NA,79,21.3,3.04,8.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,LO,0.64,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,MO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,SUGARCREEK,SUGARCREEK,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,4532.22146
3896685,061baa94d83642d6ac092ebb1e47b194,2019,2018,2019-07-25T00:00:00Z,4,SUM,SSUMSR00303**C,S,SR,00303,*,UP,13.53,14.64,N,4,17668,URBAN,NA,2,NA,3,NA,U,L,G,COMP,24,38,83,17.48,2.32,8.08,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.4,NA,NA,NA,NA,MO,1.92,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7390,7808,417,NA,103,HUDSON,HUDSON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2383.309199
3896687,66e73c6fe335496c99902bc08fdcfa69,2019,2018,2019-03-25T00:00:00Z,3,ERI,SERISR00013**C,S,SR,00013,*,UP,6.92,7.94,N,4,99490,URBAN,NA,2,NA,3,NA,U,L,G,FLEX,24,30,77,22.75,11.95,12.15,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,LO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4.2,4523,4769,245,79015,107,HURON,HURON,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2190.331852
3896691,233b0c5a3ae840d598e73da36290ef86,2019,2018,2019-06-04T00:00:00Z,2,SEN,SSENSR00018*DC,S,SR,00018,*,UP,0.51,0.77,N,4,99770,URBAN,NA,2,NA,3,NA,U,R,G,FLEX,34,34,86,14.3,5.8,6,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,7025,7238,212,84523,180,TIFFIN,TIFFIN,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,553.856932
3896694,990e7e29f3c24f688b0cc92772f6995a,2019,2018,2019-06-04T00:00:00Z,4,TRU,STRUSR00304**C,S,SR,00304,*,UP,8.93,9.95,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,24,44,64,36.15,18.15,22.75,2.4,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,ME,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,6,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,5.25,2826,3677,850,219110,112,NA,NA,HUBBARD,HUBBARD,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2175.57242
3896695,fcd61a09ce5a469482fea0f0789b3792,2019,2018,2019-04-30T00:00:00Z,3,CRA,SCRASR00004**C,S,SR,00004,*,UP,9.36,9.6,N,4,99710,URBAN,NA,4,NA,3,NA,U,N,G,COMP,44,44,67,33.4,10.8,18,2.4,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,4,NA,NA,NA,NA,ME,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,8,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9219,10169,950,619588,278,BUCYRUS,BUCYRUS,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,510.921912
3896696,f1cc4440dd354e228ebe6b02fd3d50f5,2019,2018,2019-05-30T00:00:00Z,7,AUG,SAUGSR00029**C,S,SR,00029,*,UP,5.81,9.67,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,24,28,89,10.8,8.3,6.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,1597,1676,78,25238,75,NA,NA,WASHINGTON,WASHINGTON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,8179.632792
3896698,2302bf36e0bc41d3ad6a0a3d0a04dfed,2019,2018,2019-09-26T00:00:00Z,5,LIC,SLICSR00016**C,S,SR,00016,*,UP,5.44,6.65,N,3,19234,URBAN,NA,2,NA,3,N,U,P,G,COMP,24,30,89,10.62,0.8,2.72,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9568,9934,365,187847,79,PATASKALA,PATASKALA,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2540.847175
3896699,bb5b933c57414051ac3329c42787c49c,2019,2018,2019-06-12T00:00:00Z,3,WAY,SWAYSR00057**C,S,SR,00057,*,UP,1.33,2.19,N,4,99756,URBAN,NA,2,NA,3,NA,G,I,G,FLEX,24,40,82,18.3,8.3,8.5,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,8719,9722,1003,414348,83,NA,NA,GREEN,BAUGHMAN,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1833.102597
3896701,f29f25b52ec84c86943f7d9ca8cbe75d,2019,2018,2019-09-11T00:00:00Z,1,DEF,SDEFSR00249**C,S,SR,00249,*,UP,2.96,7.05,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,20,26,85,14.55,7.05,7.25,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,1025,72,50589,64,NA,NA,MILFORD,MILFORD,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,8759.248874
3896704,c169199634014be7ae7f89bfac589cd6,2019,2018,2019-06-20T00:00:00Z,6,MAD,SMADSR00056**C,S,SR,00056,*,UP,19.64,23.01,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,24,30,89,10.95,2.45,4.45,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3635,4126,490,128717,73,NA,NA,PLEASANT,PLEASANT,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,7058.550649
3896708,5b932ff72250481888ee6153dbe3c81a,2019,2018,2019-07-09T00:00:00Z,7,DAR,SDARSR00049**C,S,SR,00049,*,UP,18.03,18.44,N,5,99735,URBAN,NA,2,NA,3,NA,U,I,G,FLEX,20,28,77,23,13,13.2,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,5.25,2296,2360,63,NA,133,GREENVILLE,GREENVILLE,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,850.002859
3896712,8ec727bb0e29427cad3658988835bb65,2019,2018,2019-04-11T00:00:00Z,8,BUT,SBUTUS00027**C,S,US,00027,*,UP,16.53,16.61,N,3,99757,URBAN,NA,2,NA,3,N,U,N,G,FLEX,20,40,77,23,9.5,13.2,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,MO,5.25,5823,6383,559,NA,609,OXFORD,OXFORD,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,166.781606
3896714,2429624f86b9417abdc02c378299a374,2019,2018,2019-07-10T00:00:00Z,7,MER,SMERSR00119**C,S,SR,00119,*,UP,9.67,9.94,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,COMP,24,40,89,11.42,3.04,5.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,LO,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2278,2745,466,NA,64,NA,SAINT HENRY,GRANVILLE,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,571.719028
3896716,5f8cc9e7fdf246cdac786a9a28a6c03d,2019,2018,2019-05-22T00:00:00Z,3,RIC,SRICSR00430**C,S,SR,00430,*,UP,2.19,2.92,N,4,54091,URBAN,NA,4,NA,3,NA,U,T,G,COMP,70,70,86,14.2,2.08,4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,LF,1.28,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,LF,2.4,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14256,14603,346,149650,154,MANSFIELD,MANSFIELD,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1548.097586
3896717,8155e5ea5a0044d8b5aa4e3d67dba2ba,2019,2018,2019-05-29T00:00:00Z,7,AUG,SAUGSR00274**C,S,SR,00274,*,UP,0,3.15,N,5,99999,RURAL,NA,2,NA,3,NA,G,L,G,FLEX,24,34,95,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,3651,4120,468,154841,70,NA,NA,GERMAN,GERMAN,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,6668.53253
3896719,b33c85c7ddb647539e11dd460a23b9fa,2019,2018,2019-06-04T00:00:00Z,4,TRU,STRUUS00422**C,S,US,00422,*,UP,17.6,18.93,N,3,97831,URBAN,NA,2,NA,3,NA,G,L,G,COMP,34,37,74,25.9,13.2,13.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,NA,NA,HO,3,NA,NA,NA,NA,NA,NA,NA,NA,MO,6,NA,NA,MO,3,LO,1.8,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,4.8,NA,NA,NA,NA,15622,16232,609,387458,102,NA,NA,WEATHERSFIELD,WEATHERSFIELD,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2846.617058
3896725,d07c9df48c6a47eb82ab657e38c3fb71,2019,2018,2019-06-12T00:00:00Z,3,WAY,SWAYUS00250**C,S,US,00250,*,UP,14.6,14.72,Y,3,99785,URBAN,NA,2,NA,3,N,G,L,G,FLEX,24,36,96,4.5,0,2,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6117,7401,1282,416133,101,NA,NA,FRANKLIN,FRANKLIN,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,255.526126
3896726,48b8e265086d4821b412d763f40b9616,2019,2018,2019-09-24T00:00:00Z,5,LIC,SLICSR00037**N,S,SR,00037,*,DOWN,12.22,15.59,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,FLEX,NA,NA,99,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,GRANVILLE,GRANVILLE,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,7159.125147
3896727,194551b9998c42178c186fef8cbdcf1c,2019,2018,2019-09-17T00:00:00Z,10,MRG,SMRGSR00078**C,S,SR,00078,*,UP,8.83,10.27,N,4,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,20,28,85,14.7,7.2,9.2,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,3,353,679,325,86403,97,NA,NA,UNION,UNION,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,3001.880184
