OBJECTID,NLFID,COUNTY_CD,ROUTE_TYPE,ROUTE_NBR,CTL_BEGIN,CTL_END,TRANS_ID_DESCRIPTION,DIRECTION_OF_TRAVEL,ODOT_DISTRICT,DIVIDED_HWY,TRANS_ID_EXTENSION_CD,GAS_TAX_MILEAGE,JURISDICTION,PERP_YEAR_NBR,PRIMARY_IND,STREET_DIR_SUFFIX,STREET_DIRECTION_PREFIX,STREET_NAME_TXT,STREET_SPEC_SUFFIX,STREET_SUFFIX,LRS_CURRENT_SEGMENT_ID,ACCESS_CONTROL,BASE_LT_TYPE,BASE_RT_TYPE,FAP_IND,FED_AID_ROUTE,FUNCTION_CLASS,HPMS_SAMPLE_ID,LANES,LAST_CONSTRUCTION_DATE,LAST_RESURFACING_DATE,MAINTENANCE_AUTHORITY,MEDIAN_TYPE,MEDIAN_WIDTH,NHS,NHS_INTERMODAL,OWNERSHIP,PRIORITY_SYSTEM,SCENIC_BYWAYS,SCENIC_BYWAYS_ROUTE_ID,SHLD_LT_IN_PVD_WIDTH,SHLD_LT_OUT_PVD_WIDTH,SHLD_LT_TOTAL_WIDTH,SHLD_RT_IN_PVD_WIDTH,SHLD_RT_OUT_PVD_WIDTH,SHLD_RT_TOTAL_WIDTH,SHOULDER_TYPE,SURFACE_LT_WIDTH,SURFACE_RT_WIDTH,SURFACE_TYPE_LEFT,SURFACE_TYPE_RIGHT,TRUCK_ROUTE_IND,URBAN_AREA_CODE,LRS_EVENT_SEGMENT_ID,SPEED_LIMIT_NBR,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
5794880,CALLCR00006**C,ALL,CR,00006,3.287,3.402,*,NA,1,N,*,M,C,2018,Y,NA,E,MARKET,NA,ST,20721971,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,G,G,N,49852,8af3a8006e03f452016e03fbf4955fc2,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,243.618786
5793389,CALLCR00006**C,ALL,CR,00006,3.402,3.456,*,NA,1,N,*,M,C,2018,Y,NA,E,MARKET,NA,ST,20721972,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,G,G,N,49852,8af3a8006e03f452016e03fbf4955fc3,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,115.147365
5795858,CALLCR00006**C,ALL,CR,00006,3.456,3.515,*,NA,1,N,*,M,C,2018,Y,NA,E,MARKET,NA,ST,20721973,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,G,G,N,49852,8af3a8006e03f452016e03fbf4a55fc4,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,124.007188
5796402,CALLCR00006**C,ALL,CR,00006,3.515,3.664,*,NA,1,N,*,M,C,2018,Y,NA,E,MARKET,NA,ST,20721974,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,G,G,N,49852,8af3a8006e03f452016e03fbf4a55fc5,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,318.601846
5797184,CALLCR00006**C,ALL,CR,00006,3.664,3.705,*,NA,1,N,*,M,C,2018,Y,NA,NA,BELLEFONTAINE,NA,AVE,20721975,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,G,G,N,49852,8af3a8006e03f452016e03fbf4a55fc6,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,87.645066
5796828,CALLCR00006**C,ALL,CR,00006,3.705,3.726,*,NA,1,N,*,M,C,2018,Y,NA,NA,BELLEFONTAINE,NA,AVE,20721976,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,G,G,N,49852,8af3a8006e03f452016e03fbf4b45fc7,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,44.67307
5792412,CALLCR00006**C,ALL,CR,00006,3.726,3.778,*,NA,1,N,*,M,C,2018,Y,NA,NA,BELLEFONTAINE,NA,AVE,20721977,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,G,G,N,49852,8af3a8006e03f452016e03fbf4b45fc8,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,110.884662
5796564,CALLCR00006**C,ALL,CR,00006,3.778,3.911,*,NA,1,N,*,M,C,2018,Y,NA,NA,BELLEFONTAINE,NA,AVE,20721978,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,G,G,N,49852,8af3a8006e03f452016e03fbf4c45fc9,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,281.895289
5792761,CALLCR00006**C,ALL,CR,00006,3.911,3.929,*,NA,1,N,*,M,C,2018,Y,NA,NA,BELLEFONTAINE,NA,AVE,20721979,NA,NA,NA,N,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,G,G,N,49852,8af3a8006e03f452016e03fbf4c45fca,25,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,38.628238
5792948,CALLCR00006**N,ALL,CR,00006,0.408,0.627,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721980,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,463.837905
5795817,CALLCR00006**N,ALL,CR,00006,0.627,0.734,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721981,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,228.122973
5794609,CALLCR00006**N,ALL,CR,00006,0.734,0.85,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721982,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,248.052403
5797142,CALLCR00006**N,ALL,CR,00006,0.85,0.943,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721983,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,196.200872
5796788,CALLCR00006**N,ALL,CR,00006,0.943,1.005,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721984,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,131.657259
5795938,CALLCR00006**N,ALL,CR,00006,1.005,1.098,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721985,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,196.587827
5793408,CALLCR00006**N,ALL,CR,00006,1.098,1.189,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721986,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,194.723608
5792599,CALLCR00006**N,ALL,CR,00006,1.189,1.267,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721987,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,165.6776
5793925,CALLCR00006**N,ALL,CR,00006,1.267,1.36,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721988,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,198.216402
5793181,CALLCR00006**N,ALL,CR,00006,1.36,1.446,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721989,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,181.952719
5796907,CALLCR00006**N,ALL,CR,00006,1.446,1.528,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721990,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,174.115568
5796168,CALLCR00006**N,ALL,CR,00006,1.528,1.694,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721991,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4040001,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,351.86778
5793691,CALLCR00006**N,ALL,CR,00006,3.108,3.133,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721992,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4130002,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,53.275884
5795586,CALLCR00006**N,ALL,CR,00006,3.133,3.14,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721993,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4130002,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,15.340113
5796975,CALLCR00006**N,ALL,CR,00006,3.146,3.17,*,NA,1,Y,*,NA,C,2018,Y,NA,NA,NA,NA,NA,20721994,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,8af3a8006e120eab016e120ec4130003,NA,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,50.961578
5795262,CALLCR00011**C,ALL,CR,00011,0,0.614,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20721995,NA,NA,NA,N,NA,6,020001100000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,G,G,N,49852,8af3a8006e03f452016e03fbf5025fcb,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,1302.113397
5795887,CALLCR00011**C,ALL,CR,00011,0.614,0.697,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20721996,NA,NA,NA,N,NA,6,020001100000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,G,G,N,49852,8af3a8006e03f452016e03fbf5025fcc,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,175.447219
5794265,CALLCR00011**C,ALL,CR,00011,0.697,0.794,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20721997,NA,NA,NA,N,NA,6,020001100000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,G,G,N,49852,8af3a8006e03f452016e03fbf5025fcd,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,205.830647
5794453,CALLCR00011**C,ALL,CR,00011,0.794,1.039,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20721998,NA,NA,NA,N,NA,6,020001100000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,G,G,N,49852,8af3a8006e03f452016e03fbf5025fce,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,519.856836
5793016,CALLCR00011**C,ALL,CR,00011,1.039,1.877,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20721999,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,G,G,N,49852,8af3a8006e03f452016e03fbf5125fcf,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,1776.924347
5796349,CALLCR00011**C,ALL,CR,00011,1.877,2.075,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722e3,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,G,G,N,49852,8af3a8006e03f452016e03fbf5125fd0,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,420.700144
5795703,CALLCR00011**C,ALL,CR,00011,2.075,2.082,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722001,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,G,G,N,49852,8af3a8006e03f452016e03fbf5125fd1,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,13.647309
5796284,CALLCR00011**C,ALL,CR,00011,2.082,2.235,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722002,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5225fd2,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,323.943151
5794332,CALLCR00011**C,ALL,CR,00011,2.235,2.419,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722003,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5225fd3,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,391.48391
5793641,CALLCR00011**C,ALL,CR,00011,2.419,2.529,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722004,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5225fd4,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,231.903486
5792485,CALLCR00011**C,ALL,CR,00011,2.529,2.605,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722005,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5225fd5,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,161.068919
5794960,CALLCR00011**C,ALL,CR,00011,2.605,2.611,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722006,NA,NA,NA,N,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5315fd6,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,13.881389
5793758,CALLCR00011**C,ALL,CR,00011,2.611,2.788,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722007,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5315fd7,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,374.78213
5792271,CALLCR00011**C,ALL,CR,00011,2.788,3.046,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722008,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5315fd8,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,548.121047
5792715,CALLCR00011**C,ALL,CR,00011,3.046,3.105,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722009,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5415fd9,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,124.819811
5793131,CALLCR00011**C,ALL,CR,00011,3.105,3.23,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722010,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5415fda,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,264.123444
5794056,CALLCR00011**C,ALL,CR,00011,3.23,3.48,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722011,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5415fdb,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,530.671249
5795077,CALLCR00011**C,ALL,CR,00011,3.48,3.539,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722012,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5515fdc,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,125.469635
5796516,CALLCR00011**C,ALL,CR,00011,3.539,3.657,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722013,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5515fdd,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,250.277592
5796742,CALLCR00011**C,ALL,CR,00011,3.657,3.814,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722014,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5605fde,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,331.036764
5794841,CALLCR00011**C,ALL,CR,00011,3.814,3.867,*,NA,1,Y,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722015,NA,NA,NA,N,NA,5,000011002090,2,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,G,G,N,49852,8af3a8006e03f452016e03fbf5605fdf,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,111.96535
5795128,CALLCR00011**C,ALL,CR,00011,3.867,3.882,*,NA,1,Y,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722016,NA,NA,NA,N,NA,5,000011003880,2,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf5605fe0,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,31.724336
5793298,CALLCR00011**C,ALL,CR,00011,3.882,3.943,*,NA,1,Y,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722017,NA,NA,NA,N,NA,5,000011003880,2,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf5705fe1,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,130.321228
5793347,CALLCR00011**C,ALL,CR,00011,3.943,3.951,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722018,NA,NA,NA,N,NA,5,000011003880,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf5705fe2,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,16.539293
5792665,CALLCR00011**C,ALL,CR,00011,3.951,4.485,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722019,NA,NA,NA,N,NA,5,000011003880,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf5705fe2,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,1133.353714
5794151,CALLCR00011**C,ALL,CR,00011,4.485,4.524,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722020,NA,NA,NA,N,NA,5,000011003880,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf5705fe3,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,82.326839
5796857,CALLCR00011**C,ALL,CR,00011,4.524,4.527,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722020,NA,NA,NA,N,NA,5,000011003880,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf57f5fe4,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,6.337088
5792370,CALLCR00011**C,ALL,CR,00011,4.527,4.542,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722021,NA,NA,NA,N,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf57f5fe5,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,34.27343
5796009,CALLCR00011**C,ALL,CR,00011,4.542,5.047,*,NA,1,N,*,C,C,2018,Y,NA,NA,FT AMANDA,NA,RD,20722022,NA,NA,NA,N,NA,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,G,G,N,49852,8af3a8006e03f452016e03fbf57f5fe6,45,TIMS@D31_AG,2020-01-15T19:07:39Z,TIMS@P31_AG,2020-01-15T19:07:39Z,1074.187595
