OBJECTID,ODOT_DISTRICT,NLFID,COUNTY_CD,COUNTY,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,CTL_BEGIN_NBR,CTL_END_NBR,STL_BEGIN_NBR,STL_END_NBR,BACKSTATION_CD,SECTION_LENGTH_NBR,NHS_CD,FUNCTIONAL_CLASS_CD,PRIMARY_SYSTEM_CD,POSTED_SPEED_NBR,FF_SPEED_NBR,TOTAL_LANES_NBR,LANE_WIDTH_NBR,CAPACITY_NBR,TOTAL_VOLUME_NBR,TRUCK_VOLUME_NBR,VMT_NBR,TRUCK_VMT_NBR,VOLUME_PER_LANE_NBR,CONGESTION_INDEX_NBR,VOLUME_CAPACITY_RATIO_NBR,PEAK_HOUR_NBR,VHT_NBR,CONGESTION_DELAY_NBR,PHYSICAL_DELAY_NBR,SPEED_LIMIT_DELAY_NBR,DELAY_RATIO_NBR,FWY_ART_NBR,DIRECTION_1_NBR,DIRECTION_2_NBR,MEDIAN_WIDTH_NBR,DIRECTION_1_HRS_NBR,DIRECTION_2_HRS_NBR,OVERRIDE_1_TXT,OVERRIDE_2_TXT,PKVMT_NBR,EXCEED_VMT_NBR,EXCEED_PKVMT_NBR,CAR_GROWTH_NBR,TRUCK_GROWTH_NBR,LOS_CD,EXD1Y1L_NBR,EXD2Y1L_NBR,EXD1Y1M_NBR,EXD2Y1M_NBR,EXD1Y1U_NBR,EXD2Y1U_NBR,EXD1Y2L_NBR,EXD2Y2L_NBR,EXD1Y2M_NBR,EXD2Y2M_NBR,EXD1Y2U_NBR,EXD2Y2U_NBR,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
1200454,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.915,27.3,26.915,27.3,NA,0.385,NA,5,G,55,49,2,20,2422,4486,145,1727,56,2388,0.43,0.19,16,35.28,0,3.85,4.84,0,2,1,1,0,0,0,NA,NA,145,0,0,0.06,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,799.744572
1200455,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,27.3,28.3,27.3,28.3,NA,1,NA,5,G,55,45,2,20,2812,4486,145,4486,145,2388,0.43,0.17,16,99.62,0,18.11,12.54,0,2,1,1,0,0,0,NA,NA,372,0,0,0.06,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2073.594612
1200456,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,28.3,29.222,28.3,29.222,NA,0.922,NA,5,G,55,45,2,20,2812,2496,116,2301,107,1364,0.25,0.09,16,51.08,0,9.29,6.43,0,2,1,1,0,0,0,NA,NA,191,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1910.158622
1200457,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,29.222,29.55,29.222,29.55,NA,0.328,NA,5,G,40,35,2,20,2812,2496,116,819,38,1364,0.25,0.09,16,23.36,0,2.92,7.86,0,2,1,1,0,0,0,NA,NA,68,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,681.266505
1200458,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,29.55,29.723,29.55,29.723,NA,0.173,NA,5,G,40,35,2,20,2812,2494,134,431,23,1381,0.25,0.09,16,12.32,0,1.54,4.15,0,2,1,1,0,0,0,NA,NA,35,0,0,2.59,8.55,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,358.373822
1200459,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,29.723,29.81,29.723,29.81,NA,0.087,NA,5,G,40,35,2,20,2812,2494,134,217,12,1381,0.25,0.09,16,6.2,0,0.77,2.09,0,2,1,1,0,0,0,NA,NA,18,0,0,2.59,8.55,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,181.662895
1200460,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,29.81,30.083,29.81,30.083,NA,0.273,NA,5,G,40,35,2,20,2812,1076,78,294,21,616,0.11,0.04,16,8.38,0,1.05,2.82,0,2,1,1,0,0,0,NA,NA,25,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,565.208994
1200461,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,30.083,31.083,30.083,31.083,NA,1,NA,5,G,55,45,2,20,2812,1076,78,1076,78,616,0.11,0.04,16,23.87,0,4.34,3,0,2,1,1,0,0,0,NA,NA,90,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2074.536269
1200462,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,31.083,32.083,31.083,32.083,NA,1,NA,5,G,55,45,2,20,2812,1076,78,1076,78,616,0.11,0.04,16,23.87,0,4.34,3,0,2,1,1,0,0,0,NA,NA,90,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2075.58628
1200463,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,32.083,32.915,32.083,32.915,NA,0.832,NA,5,G,55,45,2,20,2812,1076,78,895,65,616,0.11,0.04,16,19.86,0,3.61,2.5,0,2,1,1,0,0,0,NA,NA,75,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1727.15657
1200464,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,32.915,33.238,32.915,33.238,NA,0.323,NA,5,G,55,45,2,20,2812,1118,77,361,25,636,0.12,0.04,16,8,0,1.46,1.01,0,2,1,1,0,0,0,NA,NA,30,0,0,0,7.2,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,670.774782
1200465,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,33.238,33.745,33.238,33.745,NA,0.507,NA,5,G,55,45,2,20,2812,1118,77,567,39,636,0.12,0.04,16,12.56,0,2.28,1.58,0,2,1,1,0,0,0,NA,NA,47,0,0,0,7.2,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1053.726894
1200466,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,33.745,34.46,33.745,34.46,NA,0.715,NA,5,G,55,45,2,20,2812,1118,77,799,55,636,0.12,0.04,16,17.72,0,3.22,2.23,0,2,1,1,0,0,0,NA,NA,66,0,0,0,7.2,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1483.284288
1200467,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,0,1,0,1,NA,1,N,3,G,55,55,2,24,2812,2888,160,2888,160,1604,0.29,0.11,16,52.47,0,0,8.07,0,2,1,1,0,0,0,NA,NA,240,0,0,0,3.44,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2057.85232
1200468,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,1,1.872,1,1.872,NA,0.872,N,3,G,55,55,2,24,2812,2888,160,2518,140,1604,0.29,0.11,16,45.76,0,0,7.04,0,2,1,1,0,0,0,NA,NA,210,0,0,0,3.44,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1795.269735
1200469,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,1.872,1.951,1.872,1.951,NA,0.079,N,3,G,55,55,2,24,2812,2888,160,228,13,1604,0.29,0.11,16,4.15,0,0,0.64,0,2,1,1,0,0,0,NA,NA,19,0,0,0,3.44,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,162.567184
1200470,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,1.951,2.589,1.951,2.589,NA,0.638,N,3,G,55,55,2,24,2812,2582,152,1647,97,1443,0.26,0.1,16,29.9,0,0,4.6,0,2,1,1,0,0,0,NA,NA,137,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1313.031088
1200471,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,2.589,3.589,2.589,3.589,NA,1,N,3,G,55,55,2,24,2812,2582,152,2582,152,1443,0.26,0.1,16,46.87,0,0,7.21,0,2,1,1,0,0,0,NA,NA,215,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2060.630269
1200472,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,3.589,3.745,3.589,3.745,NA,0.156,N,3,G,55,55,2,24,2812,2582,152,403,24,1443,0.26,0.1,16,7.31,0,0,1.12,0,2,1,1,0,0,0,NA,NA,33,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,321.97225100000003
1200473,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,3.745,3.875,3.745,3.875,NA,0.13,N,3,G,55,55,2,24,2812,2582,152,336,20,1443,0.26,0.1,16,6.09,0,0,0.94,0,2,1,1,0,0,0,NA,NA,28,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,268.426797
1200474,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,3.875,4.875,3.875,4.875,NA,1,N,3,G,55,55,2,24,2812,2582,152,2582,152,1443,0.26,0.1,16,46.87,0,0,7.21,0,2,1,1,0,0,0,NA,NA,215,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2066.116907
1200475,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,4.875,5.453,4.875,5.453,NA,0.578,N,3,G,55,55,2,24,2812,2582,152,1492,88,1443,0.26,0.1,16,27.09,0,0,4.17,0,2,1,1,0,0,0,NA,NA,125,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1194.567865
1200476,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,5.453,5.789,5.453,5.789,NA,0.336,N,3,G,55,55,2,24,2812,2516,141,845,47,1399,0.25,0.1,16,15.36,0,0,2.36,0,2,1,1,0,0,0,NA,NA,70,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,693.488578
1200477,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,5.789,6.079,5.789,6.079,NA,0.29,N,3,G,55,55,2,24,2812,2516,141,730,41,1399,0.25,0.1,16,13.26,0,0,2.04,0,2,1,1,0,0,0,NA,NA,60,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,598.573351
1200478,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,6.079,6.57,6.079,6.57,NA,0.491,N,3,G,55,55,2,24,2812,2516,141,1235,69,1399,0.25,0.1,16,22.44,0,0,3.45,0,2,1,1,0,0,0,NA,NA,102,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1013.358979
1200479,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,6.57,6.597,6.57,6.597,NA,0.027,N,3,G,55,55,2,24,2812,2516,141,68,4,1399,0.25,0.1,16,1.23,0,0,0.19,0,2,1,1,0,0,0,NA,NA,5,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,55.484087
1200480,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,6.597,6.725,6.597,6.725,NA,0.128,N,3,G,50,42,2,24,2594,2516,141,322,18,1399,0.25,0.11,16,7.66,0,1.23,1.49,0,2,1,1,0,0,0,NA,NA,27,0,0,0,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,263.923428
1200481,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,6.725,6.794,6.725,6.794,NA,0.069,N,3,G,50,42,2,24,2594,2516,141,174,10,1399,0.25,0.11,16,4.13,0,0.66,0.8,0,2,1,1,0,0,0,NA,NA,15,0,0,0,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,141.436342
1200482,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,6.794,7.076,6.794,7.076,NA,0.282,N,3,G,50,42,2,24,2594,2516,141,710,40,1399,0.25,0.11,16,16.89,0,2.7,3.27,0,2,1,1,0,0,0,NA,NA,60,0,0,0,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,581.633012
1200483,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.076,7.097,7.076,7.097,NA,0.021,N,3,G,35,28,2,24,2594,2600,152,55,3,1452,0.26,0.11,16,1.95,0,0.39,0.72,0,2,1,1,0,0,0,NA,NA,5,0,0,0,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,43.173874
1200484,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.097,7.326,7.097,7.326,NA,0.229,N,3,G,35,28,2,24,2594,2600,152,595,35,1452,0.26,0.11,16,21.24,0,4.25,7.84,0,2,1,1,0,0,0,NA,NA,50,0,0,0,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,471.257997
1200485,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.326,7.419,7.326,7.419,NA,0.093,N,3,G,35,29,2,32,2594,2600,152,242,14,1452,0.26,0.11,16,8.33,0,1.43,3.18,0,2,1,1,0,0,0,NA,NA,20,0,0,0,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,191.671791
1200486,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.419,7.503,7.419,7.503,NA,0.084,N,3,G,25,22,2,32,2594,2600,152,218,13,1452,0.26,0.11,16,9.92,0,1.19,5.37,0,2,1,1,0,0,0,NA,NA,18,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,172.286439
1200487,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.503,7.62,7.503,7.62,NA,0.117,N,3,G,25,22,4,59,3478,2600,152,304,18,726,0.13,0.08,16,13.81,0,1.66,7.48,0,2,2,2,0,0,0,NA,NA,25,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,242.903177
1200488,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.62,7.839,7.62,7.839,NA,0.219,N,3,G,25,21,2,24,2594,3918,205,858,45,2164,0.39,0.16,16,40.84,0,6.53,21.11,0,2,1,1,0,0,0,NA,NA,72,0,0,0.21,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,450.889357
1200489,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.839,7.863,7.839,7.863,NA,0.024,N,3,G,25,21,2,24,2594,2910,54,70,1,1509,0.27,0.12,16,3.33,0,0.53,1.72,0,2,1,1,0,0,0,NA,NA,6,0,0,0.36,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,49.325704
1200490,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,7.863,8.263,7.863,8.263,NA,0.4,N,3,G,35,28,2,24,2594,2910,54,1164,22,1509,0.27,0.12,16,41.63,0,8.33,15.37,0,2,1,1,0,0,0,NA,NA,98,0,0,0.36,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,822.8376
1200491,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,8.263,8.272,8.263,8.272,NA,0.009,N,3,G,55,51,2,24,2594,2910,54,26,0,1509,0.27,0.12,16,0.51,0,0.04,0.07,0,2,1,1,0,0,0,NA,NA,2,0,0,0.36,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,18.418797
1200492,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,8.272,8.523,8.272,8.523,NA,0.251,N,3,G,55,51,2,24,2594,2910,54,730,14,1509,0.27,0.12,16,14.34,0,1.04,2.05,0,2,1,1,0,0,0,NA,NA,62,0,0,0.36,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,517.84066
1200493,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,8.523,8.595,8.523,8.595,NA,0.072,N,3,G,55,55,2,24,2812,2910,54,210,4,1509,0.27,0.11,16,3.8,0,0,0.59,0,2,1,1,0,0,0,NA,NA,17,0,0,0.36,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,147.507055
1200494,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,8.595,9.05,8.595,9.05,NA,0.455,N,3,G,55,55,2,24,2812,1022,49,465,22,560,0.1,0.04,16,8.42,0,0,1.3,0,2,1,1,0,0,0,NA,NA,38,0,0,0,3.25,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,938.230368
1200495,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,9.05,9.864,9.05,9.864,NA,0.814,N,3,G,55,55,2,24,2812,1022,49,832,40,560,0.1,0.04,16,15.07,0,0,2.32,0,2,1,1,0,0,0,NA,NA,70,0,0,0,3.25,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1675.213367
1200496,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,9.864,10.864,9.864,10.864,NA,1,N,3,G,55,55,2,24,2812,1022,49,1022,49,560,0.1,0.04,16,18.51,0,0,2.85,0,2,1,1,0,0,0,NA,NA,85,0,0,0,3.25,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2059.661507
1200497,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,10.864,11.792,10.864,11.792,NA,0.928,N,3,G,55,55,2,24,2812,1022,49,948,45,560,0.1,0.04,16,17.18,0,0,2.64,0,2,1,1,0,0,0,NA,NA,79,0,0,0,3.25,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1911.769327
1200498,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,11.792,12.062,11.792,12.062,NA,0.27,N,3,G,55,55,2,24,2812,1022,49,276,13,560,0.1,0.04,16,5,0,0,0.77,0,2,1,1,0,0,0,NA,NA,23,0,0,0,3.25,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,556.137927
1200499,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,12.062,12.605,12.062,12.605,NA,0.543,N,3,G,55,55,2,24,2812,1022,49,555,27,560,0.1,0.04,16,10.05,0,0,1.55,0,2,1,1,0,0,0,NA,NA,46,0,0,0,3.25,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1118.587946
1200500,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,12.605,13.046,12.605,13.046,NA,0.441,N,3,G,55,55,2,24,2812,930,46,410,20,511,0.09,0.04,16,7.47,0,0,1.15,0,2,1,1,0,0,0,NA,NA,34,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,910.720228
1200501,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,13.046,13.082,13.046,13.082,NA,0.036,N,3,G,55,55,2,24,2812,956,43,34,2,521,0.09,0.04,16,0.63,0,0,0.1,0,2,1,1,0,0,0,NA,NA,3,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,74.057721
1200502,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,13.082,13.654,13.082,13.654,NA,0.572,N,3,G,55,55,2,24,2812,956,43,547,25,521,0.09,0.04,16,9.94,0,0,1.53,0,2,1,1,0,0,0,NA,NA,45,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1177.470673
1200503,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,13.654,14.654,13.654,14.654,NA,1,N,3,G,55,55,2,24,2812,956,43,956,43,521,0.09,0.04,16,17.38,0,0,2.67,0,2,1,1,0,0,0,NA,NA,80,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2061.940341
1200504,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,14.654,15.654,14.654,15.654,NA,1,N,3,G,55,55,2,24,2812,956,43,956,43,521,0.09,0.04,16,17.38,0,0,2.67,0,2,1,1,0,0,0,NA,NA,80,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2062.318522
1200505,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,15.654,16.121,15.654,16.121,NA,0.467,N,3,G,55,55,2,24,2812,956,43,446,20,521,0.09,0.04,16,8.12,0,0,1.25,0,2,1,1,0,0,0,NA,NA,37,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,963.610497
1200506,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,16.121,16.491,16.121,16.491,NA,0.37,N,3,G,55,55,2,24,2812,956,43,354,16,521,0.09,0.04,16,6.43,0,0,0.99,0,2,1,1,0,0,0,NA,NA,30,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,763.509983
1200507,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,16.491,17.129,16.491,17.129,NA,0.638,N,3,G,55,55,2,24,2812,956,43,610,27,521,0.09,0.04,16,11.09,0,0,1.71,0,2,1,1,0,0,0,NA,NA,51,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1314.682572
1200508,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,17.129,18.129,17.129,18.129,NA,1,N,3,G,55,55,2,24,2812,956,43,956,43,521,0.09,0.04,16,17.38,0,0,2.67,0,2,1,1,0,0,0,NA,NA,80,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2061.121534
1200509,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,18.129,19.129,18.129,19.129,NA,1,N,3,G,55,55,2,24,2812,956,43,956,43,521,0.09,0.04,16,17.38,0,0,2.67,0,2,1,1,0,0,0,NA,NA,80,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2058.527327
1200510,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,19.129,20.129,19.129,20.129,NA,1,N,3,G,55,55,2,24,2812,956,43,956,43,521,0.09,0.04,16,17.38,0,0,2.67,0,2,1,1,0,0,0,NA,NA,80,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2058.749322
1200511,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,20.129,20.774,20.129,20.774,NA,0.645,N,3,G,55,55,2,24,2812,956,43,617,28,521,0.09,0.04,16,11.21,0,0,1.72,0,2,1,1,0,0,0,NA,NA,52,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1327.733445
1200512,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,20.774,20.991,20.774,20.991,NA,0.217,N,3,G,55,55,2,24,2812,956,43,207,9,521,0.09,0.04,16,3.77,0,0,0.58,0,2,1,1,0,0,0,NA,NA,17,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,446.568769
