OBJECTID,ODOT_DISTRICT,NLFID,COUNTY_CD,COUNTY,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,CTL_BEGIN_NBR,CTL_END_NBR,STL_BEGIN_NBR,STL_END_NBR,BACKSTATION_CD,SECTION_LENGTH_NBR,NHS_CD,FUNCTIONAL_CLASS_CD,PRIMARY_SYSTEM_CD,POSTED_SPEED_NBR,FF_SPEED_NBR,TOTAL_LANES_NBR,LANE_WIDTH_NBR,CAPACITY_NBR,TOTAL_VOLUME_NBR,TRUCK_VOLUME_NBR,VMT_NBR,TRUCK_VMT_NBR,VOLUME_PER_LANE_NBR,CONGESTION_INDEX_NBR,VOLUME_CAPACITY_RATIO_NBR,PEAK_HOUR_NBR,VHT_NBR,CONGESTION_DELAY_NBR,PHYSICAL_DELAY_NBR,SPEED_LIMIT_DELAY_NBR,DELAY_RATIO_NBR,FWY_ART_NBR,DIRECTION_1_NBR,DIRECTION_2_NBR,MEDIAN_WIDTH_NBR,DIRECTION_1_HRS_NBR,DIRECTION_2_HRS_NBR,OVERRIDE_1_TXT,OVERRIDE_2_TXT,PKVMT_NBR,EXCEED_VMT_NBR,EXCEED_PKVMT_NBR,CAR_GROWTH_NBR,TRUCK_GROWTH_NBR,LOS_CD,EXD1Y1L_NBR,EXD2Y1L_NBR,EXD1Y1M_NBR,EXD2Y1M_NBR,EXD1Y1U_NBR,EXD2Y1U_NBR,EXD1Y2L_NBR,EXD2Y2L_NBR,EXD1Y2M_NBR,EXD2Y2M_NBR,EXD1Y2U_NBR,EXD2Y2U_NBR,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
1200397,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,8.3,8.99,8.3,8.99,NA,0.69,NA,4,G,55,46,2,22,2812,5584,250,3853,172,3042,0.55,0.21,16,83.67,0.02,13.69,10.76,2e-4,2,1,1,0,0,0,NA,NA,320,0,0,0.19,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1423.250055
1200398,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,8.99,9.617,8.99,9.617,NA,0.627,NA,4,G,55,46,2,22,2812,5082,213,3186,134,2754,0.5,0.19,16,69.24,0.01,11.33,8.91,1e-4,2,1,1,0,0,0,NA,NA,265,0,0,0.19,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1295.174689
1200399,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,9.617,10.617,9.617,10.617,NA,1,NA,4,G,55,46,2,22,2812,5082,213,5082,213,2754,0.5,0.19,16,110.42,0.01,18.07,14.21,1e-4,2,1,1,0,0,0,NA,NA,422,0,0,0.16,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2064.278073
1200400,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,10.617,10.748,10.617,10.748,NA,0.131,NA,4,G,55,46,2,22,2812,5082,213,666,28,2754,0.5,0.19,16,14.47,0,2.37,1.86,1e-4,2,1,1,0,0,0,NA,NA,55,0,0,0.16,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,271.123596
1200401,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,10.748,10.755,10.748,10.755,NA,0.007,NA,4,G,50,43,2,22,2812,5082,213,36,1,2754,0.5,0.19,16,0.83,0,0.12,0.16,1e-4,2,1,1,0,0,0,NA,NA,3,0,0,0.16,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,14.494521
1200402,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,10.755,11.022,10.755,11.022,NA,0.267,NA,4,G,50,43,2,22,2812,5082,213,1357,57,2754,0.5,0.19,16,31.54,0,4.42,6.26,1e-4,2,1,1,0,0,0,NA,NA,113,0,0,0.16,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,550.516809
1200403,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,11.022,11.888,11.022,11.888,NA,0.866,NA,4,G,35,27,2,22,2508,12380,251,10721,217,6441,1.17,0.51,16,401.57,4.49,90.76,141.38,0.0112,2,1,1,0,0,0,NA,NA,900,0,0,3,3.53,A,0,0,0,0,2,0,0,0,0,0,7,8,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1788.099898
1200404,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,11.888,12.172,11.888,12.172,NA,0.284,NA,4,G,50,41,2,22,2508,12380,251,3516,71,6441,1.17,0.51,16,86.38,0.62,15.44,16.23,0.0072,2,1,1,0,0,0,NA,NA,295,0,0,3,3.53,A,0,0,0,0,2,0,0,0,0,0,7,8,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,586.661326
1200405,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.172,12.292,12.172,12.292,NA,0.12,NA,4,G,50,41,2,22,2508,12380,251,1486,30,6441,1.17,0.51,16,36.5,0.26,6.52,6.86,0.0072,2,1,1,0,0,0,NA,NA,125,0,0,3,3.53,A,0,0,0,0,2,0,0,0,0,0,7,8,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,247.663591
1200406,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.292,12.331,12.292,12.331,NA,0.039,NA,4,G,25,20,2,22,2508,13196,232,515,9,6830,1.24,0.54,16,26.1,0.37,5.15,12.67,0.0142,2,1,1,0,0,0,NA,NA,43,0,0,1.2,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,80.349561
1200407,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.331,12.55,12.331,12.55,NA,0.219,NA,4,G,25,20,2,22,2508,9194,250,2013,55,4847,0.88,0.38,16,100.95,0.29,20.13,49.56,0.0028,2,1,1,0,0,0,NA,NA,169,0,0,0,8.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,452.87876
1200408,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.55,12.7,12.55,12.7,NA,0.15,NA,4,G,25,22,2,38,2594,8124,288,1219,43,4350,0.79,0.33,16,55.45,0.05,6.65,30,0.001,2,1,1,0,0,0,NA,NA,102,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,309.61211
1200409,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.7,12.748,12.7,12.748,NA,0.048,NA,4,G,25,22,2,38,2594,8332,237,400,11,4403,0.8,0.34,16,18.19,0.02,2.18,9.84,0.001,2,1,1,0,0,0,NA,NA,33,0,0,0.2,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,98.673808
1200410,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.748,12.833,12.748,12.833,NA,0.085,NA,4,G,25,19,2,20,2422,8332,237,708,20,4403,0.8,0.36,16,37.32,0.05,8.94,17.43,0.0014,2,1,1,0,0,0,NA,NA,60,0,0,0.2,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,175.184557
1200411,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.833,12.923,12.833,12.923,NA,0.09,NA,4,G,25,19,2,20,2422,8332,237,750,21,4403,0.8,0.36,16,39.51,0.06,9.47,18.45,0.0014,2,1,1,0,0,0,NA,NA,63,0,0,0.2,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,185.030995
1200412,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,12.923,13.112,12.923,13.112,NA,0.189,NA,4,G,25,19,2,20,2422,8332,237,1575,45,4403,0.8,0.36,16,82.98,0.12,19.89,38.75,0.0014,2,1,1,0,0,0,NA,NA,132,0,0,0.2,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,391.082591
1200413,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,13.112,13.172,13.112,13.172,NA,0.06,NA,4,G,25,19,2,20,2422,4582,152,275,9,2443,0.44,0.2,16,14.47,0,3.47,6.77,0,2,1,1,0,0,0,NA,NA,23,0,0,0.1,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,123.95365
1200414,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,13.172,13.32,13.172,13.32,NA,0.148,NA,4,G,35,26,2,20,2422,4582,152,678,22,2443,0.44,0.2,16,26.08,0,6.71,8.94,0,2,1,1,0,0,0,NA,NA,57,0,0,0.1,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,305.867985
1200415,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,13.32,13.907,13.32,13.907,NA,0.587,NA,4,G,35,26,2,20,2422,4582,152,2690,89,2443,0.44,0.2,16,103.45,0,26.6,35.47,0,2,1,1,0,0,0,NA,NA,226,0,0,0.1,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1214.406924
1200416,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,13.907,14.003,13.907,14.003,NA,0.096,NA,4,G,35,31,2,20,2812,4582,152,440,15,2443,0.44,0.17,16,14.17,0,1.62,5.79,0,2,1,1,0,0,0,NA,NA,37,0,0,0.1,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,198.118991
1200417,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,14.003,14.142,14.003,14.142,NA,0.139,NA,4,G,50,42,2,20,2812,4582,152,637,21,2443,0.44,0.17,16,15.15,0,2.42,2.94,0,2,1,1,0,0,0,NA,NA,53,0,0,0.1,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,285.086635
1200418,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,14.142,14.234,14.142,14.234,NA,0.092,NA,4,G,50,42,2,20,2812,4582,152,422,14,2443,0.44,0.17,16,10.03,0,1.6,1.94,0,2,1,1,0,0,0,NA,NA,35,0,0,0.1,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,191.98399
1200419,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,14.234,14.52,14.234,14.52,NA,0.286,NA,4,G,50,42,2,20,2812,4582,152,1310,43,2443,0.44,0.17,16,31.17,0,4.99,6.04,0,2,1,1,0,0,0,NA,NA,108,0,0,0.1,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,589.718491
1200420,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,14.52,15.52,14.52,15.52,NA,1,NA,4,G,55,47,2,24,2812,3536,180,3536,180,1948,0.35,0.13,16,75.11,0,10.92,9.87,0,2,1,1,0,0,0,NA,NA,293,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2067.93187
1200421,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,15.52,16.52,15.52,16.52,NA,1,NA,4,G,55,47,2,24,2812,3536,180,3536,180,1948,0.35,0.13,16,75.11,0,10.92,9.87,0,2,1,1,0,0,0,NA,NA,293,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2066.477681
1200422,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,16.52,17.265,16.52,17.265,NA,0.745,NA,4,G,55,47,2,24,2812,3536,180,2634,134,1948,0.35,0.13,16,55.95,0,8.14,7.36,0,2,1,1,0,0,0,NA,NA,218,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1541.613255
1200423,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,17.265,17.425,17.265,17.425,NA,0.16,NA,4,G,55,46,2,22,2812,3536,180,566,29,1948,0.35,0.13,16,12.28,0,2.01,1.58,0,2,1,1,0,0,0,NA,NA,47,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,331.796954
1200424,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,17.425,17.978,17.425,17.978,NA,0.553,NA,4,G,55,46,2,22,2812,3536,180,1955,100,1948,0.35,0.13,16,42.44,0,6.94,5.46,0,2,1,1,0,0,0,NA,NA,162,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1144.222551
1200425,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,17.978,18.112,17.978,18.112,NA,0.134,NA,4,G,55,46,2,22,2812,3536,180,474,24,1948,0.35,0.13,16,10.28,0,1.68,1.32,0,2,1,1,0,0,0,NA,NA,40,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,277.156436
1200426,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,18.112,18.201,18.112,18.201,NA,0.089,NA,4,G,55,46,2,22,2812,3536,180,315,16,1948,0.35,0.13,16,6.83,0,1.12,0.88,0,2,1,1,0,0,0,NA,NA,26,0,0,0.6,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,183.730114
1200427,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,18.201,18.604,18.201,18.604,NA,0.403,NA,4,G,55,47,2,24,2812,3536,180,1425,73,1948,0.35,0.13,16,30.27,0,4.4,3.98,0,2,1,1,0,0,0,NA,NA,118,0,0,0.76,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,831.627544
1200428,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,18.604,19.103,18.604,19.103,NA,0.499,NA,4,G,45,40,2,24,2812,3536,180,1764,90,1948,0.35,0.13,16,44.04,0,4.89,12.04,0,2,1,1,0,0,0,NA,NA,146,0,0,0.76,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1031.605086
1200429,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,19.103,20.103,19.103,20.103,NA,1,NA,4,G,55,47,2,24,2812,3536,180,3536,180,1948,0.35,0.13,16,75.11,0,10.92,9.87,0,2,1,1,0,0,0,NA,NA,293,0,0,0.76,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2070.55166
1200430,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,20.103,21.103,20.103,21.103,NA,1,NA,4,G,55,47,2,24,2812,3536,180,3536,180,1948,0.35,0.13,16,75.11,0,10.92,9.87,0,2,1,1,0,0,0,NA,NA,293,0,0,0.77,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2072.46797
1200431,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,21.103,21.523,21.103,21.523,NA,0.42,NA,4,G,55,47,2,24,2812,3536,180,1485,76,1948,0.35,0.13,16,31.54,0,4.59,4.15,0,2,1,1,0,0,0,NA,NA,123,0,0,0.77,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,870.269929
1200432,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,21.523,21.798,21.523,21.798,NA,0.275,NA,4,G,55,47,2,24,2812,3536,180,972,50,1948,0.35,0.13,16,20.65,0,3,2.72,0,2,1,1,0,0,0,NA,NA,80,0,0,0.77,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,570.303171
1200433,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,21.798,22.056,21.798,22.056,NA,0.258,NA,4,G,55,47,2,24,2812,3536,180,912,46,1948,0.35,0.13,16,19.38,0,2.82,2.55,0,2,1,1,0,0,0,NA,NA,75,0,0,0.77,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,535.496471
1200434,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,22.056,22.405,22.056,22.405,NA,0.349,NA,4,G,55,47,2,24,2812,3536,180,1234,63,1948,0.35,0.13,16,26.21,0,3.81,3.45,0,2,1,1,0,0,0,NA,NA,102,0,0,0.77,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,720.834511
1200435,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,22.405,23.187,22.405,23.187,NA,0.782,NA,4,G,55,48,3,36,3782,3536,180,2765,141,1299,0.24,0.1,16,57.51,0,7.32,7.72,0,2,1,1,1,0,0,NA,NA,229,0,0,0.77,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1615.383145
1200436,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,23.187,23.636,23.187,23.636,NA,0.449,NA,4,G,55,47,2,24,2812,2988,236,1342,106,1730,0.31,0.12,16,28.52,0,4.15,3.75,0,2,1,1,0,0,0,NA,NA,111,0,0,0,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,928.460733
1200437,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,23.636,24.636,23.636,24.636,NA,1,NA,4,G,55,46,2,22,2812,2988,236,2988,236,1730,0.31,0.12,16,64.89,0,10.62,8.35,0,2,1,1,0,0,0,NA,NA,248,0,0,0,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2071.48416
1200438,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,24.636,25.211,24.636,25.211,NA,0.575,NA,4,G,55,46,2,22,2812,2988,236,1718,136,1730,0.31,0.12,16,37.31,0,6.11,4.8,0,2,1,1,0,0,0,NA,NA,143,0,0,0,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1192.344232
1200439,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,25.211,25.305,25.211,25.305,NA,0.094,NA,5,G,55,45,2,20,2812,5768,204,542,19,3088,0.56,0.21,16,12.04,0,2.19,1.52,3e-4,2,1,1,0,0,0,NA,NA,45,0,0,0,3.41,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,193.953398
1200440,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,25.305,25.48,25.305,25.48,NA,0.175,NA,5,G,45,38,2,20,2812,5768,204,1009,36,3088,0.56,0.21,16,26.54,0.01,4.13,6.89,3e-4,2,1,1,0,0,0,NA,NA,83,0,0,0.05,3.39,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,362.413752
1200441,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,25.48,25.509,25.48,25.509,NA,0.029,NA,5,G,35,31,2,20,2812,5768,204,167,6,3088,0.56,0.21,16,5.39,0,0.62,2.2,3e-4,2,1,1,0,0,0,NA,NA,14,0,0,0.05,3.39,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,60.06399
1200442,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,25.509,25.614,25.509,25.614,NA,0.105,NA,5,G,35,26,2,20,2422,5768,204,606,21,3088,0.56,0.25,16,23.31,0,5.99,7.99,2e-4,2,1,1,0,0,0,NA,NA,51,0,0,0.05,3.39,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,218.557742
1200443,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,25.614,25.828,25.614,25.828,NA,0.214,NA,5,G,35,26,2,20,2422,5768,204,1234,44,3088,0.56,0.25,16,47.5,0.01,12.21,16.28,2e-4,2,1,1,0,0,0,NA,NA,104,0,0,0.05,3.39,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,443.95124
1200444,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,25.828,26.016,25.828,26.016,NA,0.188,NA,5,G,35,26,2,20,2422,5768,204,1084,38,3088,0.56,0.25,16,41.73,0.01,10.73,14.3,2e-4,2,1,1,0,0,0,NA,NA,91,0,0,0.05,3.39,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,388.281878
1200445,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.016,26.223,26.016,26.223,NA,0.207,NA,5,G,35,28,2,30,2594,4486,145,929,30,2388,0.43,0.18,16,33.19,0,6.64,12.26,0,2,1,1,0,0,0,NA,NA,78,0,0,0.06,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,429.775334
1200446,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.223,26.246,26.223,26.246,NA,0.023,NA,5,G,25,21,2,30,2594,4486,145,103,3,2388,0.43,0.18,16,4.92,0,0.79,2.54,0,2,1,1,0,0,0,NA,NA,8,0,0,0.06,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,47.904605
1200447,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.246,26.317,26.246,26.317,NA,0.071,NA,5,G,25,22,2,44,2594,4486,145,319,10,2388,0.43,0.18,16,14.49,0,1.74,7.85,0,2,1,1,0,0,0,NA,NA,27,0,0,0.06,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,147.341449
1200448,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.317,26.387,26.317,26.387,NA,0.07,NA,5,G,25,22,2,44,2594,4486,145,314,10,2388,0.43,0.18,16,14.29,0,1.71,7.74,0,2,1,1,0,0,0,NA,NA,27,0,0,0.06,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,145.23963
1200449,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.387,26.415,26.387,26.415,NA,0.028,NA,5,G,25,22,2,42,2594,4486,145,126,4,2388,0.43,0.18,16,5.71,0,0.69,3.09,0,2,1,1,0,0,0,NA,NA,10,0,0,0.06,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,60.590461
1200450,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.415,26.58,26.415,26.58,NA,0.165,NA,5,G,25,22,2,44,2594,4486,145,740,24,2388,0.43,0.18,16,33.67,0,4.04,18.24,0,2,1,1,0,0,0,NA,NA,62,0,0,0.06,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,338.136717
1200451,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.58,26.597,26.58,26.597,NA,0.017,NA,5,G,25,21,2,24,2594,4486,145,76,2,2388,0.43,0.18,16,3.63,0,0.58,1.88,0,2,1,1,0,0,0,NA,NA,7,0,0,0.06,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,35.73243
1200452,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.597,26.754,26.597,26.754,NA,0.157,NA,5,G,35,28,2,24,2594,4486,145,704,23,2388,0.43,0.18,16,25.18,0,5.04,9.3,0,2,1,1,0,0,0,NA,NA,59,0,0,0.06,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,324.698187
1200453,09,SADASR00041**C,ADA,ADAMS,SR,00041,*,26.754,26.915,26.754,26.915,NA,0.161,NA,5,G,35,26,2,20,2422,4486,145,722,23,2388,0.43,0.19,16,27.8,0,7.15,9.53,0,2,1,1,0,0,0,NA,NA,60,0,0,0.06,4,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,333.778327
